As_of_Year,Respondent_ID,Agency_Code,Respondent_Name_TS,Respondent_City_TS,Respondent_State_TS,Respondent_ZIP_Code,Parent_Name_TS,Parent_City_TS,Parent_State_TS,Parent_ZIP_Code,Assets_000_Panel
2013,0000068562,5,MEMBERS SOURCE CU,MERRILLVILLE,IN,46410-6235,,,,,72150
2013,0000068563,5,DOWN EAST CREDIT UNION,BAILEYVILLE,ME,04694,,,,,97639
2013,0000068564,5,VIRIVA COMMUNITY CREDIT UNION,WARMINSTER,PA,18974,,,,,69843
2013,0000068565,5,ELEVATIONS CREDIT UNION,BOULDER,CO,80301,,,,,1285023
2013,0000068567,5,AMERICAN SOUTHWEST CREDIT UNON,SIERRA VISTA,AZ,85635,,,,,166129
2013,0000068569,5,QUALTRUST CREDIT UNION,IRVING,TX,75063,,,,,185562
2013,0000068571,5,CREDIT UNION OF GEORGIA,WOODSTOCK,GA,30189,,,,,206065
2013,0000068573,5,EMORY ALLIANCE CREDIT UNION,DECATUR,GA,30030,,,,,136034
2013,0000068574,5,GENERAL ELECTRIC CREDIT UNION,CINCINNATI,OH,45241,,,,,1672741
2013,0000068575,5,MAX CREDIT UNION,MONTGOMERY,AL,36117,,,,,981264
2013,0000068576,5,KITSAP CREDIT UNION,BREMERTON,WA,98337,,,,,963046
2013,0000068577,5,INDIANA UNIVERSITY CU,BLOOMINGTON,IN,47402,,,,,726238
2013,0000068578,5,WANIGAS CREDIT UNION,SAGINAW,MI,48609,,,,,269002
2013,0000068579,5,PATELCO CREDIT UNION,PLEASANTON,CA,94588,,,,,3868752
2013,0000068581,5,LGE COMMUNITY CREDIT UNION,MARIETTA,GA,30060,,,,,888782
2013,0000068583,5,ALABAMA TELCO CREDIT UNION,HOOVER,AL,35244,,,,,591181
2013,0000068584,5,HARVESTER FINANCIAL CREDIT UNI,INDIANAPOLIS,IN,46239,,,,,52304
2013,0000068587,5,ASSOCIATED SCHOOL EMPLOYEES CU,YOUNGSTOWN,OH,44515,,,,,147054
2013,0000068588,5,CONSUMERS COOP CREDIT UNION,MUNDELEIN,IL,60060,,,,,581546
2013,0000068589,5,UNITY ONE CREDIT UNION,ST PAUL,MN,55101,,,,,188879
2013,0000068594,5,ICON CREDIT UNION,BOISE,ID,83703-5739,,,,,164156
2013,0000068595,5,ALABAMA ONE CREDIT UNION,TUSCALOOSA,AL,35404,,,,,616738
2013,0000068596,5,FIRST TRUST CREDIT UNION,MICHIGAN CITY,IN,46360,,,,,92568
2013,0000068597,5,DECATUR EARTHMOVER CU,FORSYTH,IL,62535,,,,,262814
2013,0000068598,5,DEERE EMPLOYEES CREDIT UNION,MOLINE,IL,61265,,,,,589329
2013,0000068599,5,SOUTHEAST FINANCIAL CU,FRANKLIN,TN,37064,,,,,490280
2013,0000068600,5,MIDFLORIDA CREDIT UNION,LAKELAND,FL,33803,,,,,1821547
2013,0000068601,5,WINGS FINANCIAL CREDIT UNION,APPLE VALLEY,MN,55124,,,,,3864395
2013,0000068602,5,HALLCO COMMUNITY CREDIT UNION,GAINESVILLE,GA,30501,,,,,48757
2013,0000068604,5,CENTRAL MN CREDIT UNION,MELROSE,MN,56352,,,,,704884
2013,0000068605,5,FIRST SERVICE CREDIT UNION,HOUSTON,TX,77064,,,,,329075
2013,0000068606,5,YOUR COMMUNITY CREDIT UNION,IRVING,TX,75063-0000,,,,,163087
2013,0000068607,5,GEORGIA UNITED CREDIT UNION,DULUTH,GA,30097,,,,,925004
2013,0000068608,5,TEXELL CREDIT UNION,TEMPLE,TX,76503,,,,,206198
2013,0000068611,5,GENFED FINANCIAL CU INC,AKRON,OH,44312,,,,,193494
2013,0000068612,5,ENTRUST FINANCIAL CREDIT UNION,RICHMOND,VA,23230,,,,,70121
2013,0000068613,5,ONE NEVADA CREDIT UNION,LAS VEGAS,NV,89121,,,,,665723
2013,0000068615,5,NAVY ARMY COMMUNITY CU,CORPUS CHRISTI,TX,78414,,,,,1675628
2013,0000068616,5,DENVER COMMUNITY CREDIT UNION,DENVER,CO,80204,,,,,240826
2013,0000068617,5,AUTOTRUCK FINANCIAL CR UN,LOUISVILLE,KY,40218-3368,,,,,93430
2013,0000068618,5,DOCO CREDIT UNION,ALBANY,GA,31708-1389,,,,,189972
2013,0000068619,5,FT GORDON AND COMUNITY CR UN,FT GORDON,GA,30905,,,,,60956
2013,0000068621,5,LES BOIS CREDIT UNION,GARDEN CITY,ID,83714,,,,,85909
2013,0000068622,5,SNOCOPE CREDIT UNION,EVERETT,WA,98201,,,,,45388
2013,0000068623,5,GCS CREDIT UNION,GRANITE CITY,IL,62040,,,,,311079
2013,0000068628,5,FAMILY SAVINGS CREDIT UNION,GADSDEN,AL,35903,,,,,303211
2013,0000068629,5,BLUE EAGLE CREDIT UNION,ROANOKE,VA,24025,,,,,109168
2013,0000068638,5,THE SOUTHERN CREDIT UNION,FAYETTEVILLE,GA,30214,,,,,311431
2013,0000068641,5,CCF - AUBURN HILLS BRANCH,AUBURN HILLS,MI,48326,,,,,196814
2013,0000082794,5,INTERRA CREDIT UNION,GOSHEN,IN,46527-0727,,,,,644405
2013,0000095008,5,COMMUNITY STAR CREDIT UNION,ELYRIA,OH,44035,,,,,51056
2013,0000095053,5,LOS ANGELES FIREMENS CREDIT UN,LOS ANGELES,CA,90041,,,,,835316
2013,0000095107,5,THE OHIO EDUCATIONAL CU,CLEVELAND,OH,44115,,,,,121540
2013,0000096750,5,FRIENDS AND FAMILY CU,MASSILLON,OH,44646,,,,,67562
2013,0000096753,5,CARDINAL COMMUNITY CREDIT UNIO,MENTOR,OH,44060,,,,,171002
2013,0000096755,5,MIDUSA CREDIT UNION,MIDDLETOWN,OH,45005,,,,,194433
2013,0000096761,5,AURGROUP FINANCIAL CREDIT UNIO,FAIRFIELD,OH,45014,,,,,141639
2013,0000097068,5,CHRISTIAN COMMUNITY CREDIT UNI,SAN DIMAS,CA,91772,,,,,569620
2013,0000097069,5,SF FIRE CREDIT UNION,SAN FRANCISCO,CA,94118,,,,,854675
2013,0000097071,5,MONTEREY CREDIT UNION,MONTEREY,CA,93940,,,,,205503
2013,0000097084,5,DUPAGE CREDIT UNION,NAPERVILLE,IL,60567-3930,,,,,277270
2013,0000097085,5,SILVER STATE SCHOOLS CU,LAS VEGAS,NV,89121,,,,,622372
2013,0000097089,5,MCT CREDIT UNION,PORT NECHES,TX,77651,,,,,216540
2013,0000097093,5,SAFEAMERICA CREDIT UNION,PLEASANTON,CA,94588-1269,,,,,300876
2013,01-0940996,5,SEFCU SERVICES LLC,COHOES,NY,12047,SEFCU,ALBANY,NY,12206,10000
2013,04-3660901,5,"ALASKA USA MORTGAGE CO, LLC",ANCHORAGE,AK,99519-6850,ALASKA USA FCU,ANCHORAGE,AK,99519-6613,1485079
2013,06-1652426,5,MEMBER OPTIONS  LLC,CHARLOTTESVILLE,VA,22903,UNIVERSITY OF VIRGINIA CCU,CHARLOTTESVILLE,VA,22901,32364
2013,20-3153805,5,CU CHANNELS,WEST LAFAYETTE,IN,47906,PURDUE EMPLOYEES FEDERAL CU,WEST LAFAYETTE,IN,47996,505929
2013,20-3878295,5,"CU COMMUNITY, LLC",KNOXVILLE,TN,37923,ORNL FEDERAL CREDIT UNION,OAK RIDGE,TN,37831-0365,981094
2013,20-5799048,5,SUPERIOR FINANCIAL SOLUTIONS,LIMA,OH,45804,SUPERIOR FEDERAL CREDIT UNION,LIMA,OH,45807,2604836
2013,20-5930166,5,CUSO OF HAWAII SERVICES LLC,HONOLULU,HI,96816,ALOHA PACIFIC FCU,HONOLULU,HI,96813,422000
2013,23-3102701,5,FIRST HERITAGE FINANCIAL LLC,PHILADELPHIA,PA,19115,AMERICAN HERITAGE FCU,PHILADELPHIA,PA,19115,115400
2013,26-4261029,5,PREMIER LENDING ALLIANCE,URBANDALE,IA,50322,PREMIER CREDIT UNION,DES MOINES,IA,50309,100000
2013,27-1365466,5,CCFCU FUNDING LLC,ALBANY,NY,12205,CAPCOM FCU,ALBANY,NY,12205,797777
2013,31-1690008,5,"MYCUMORTGAGE, LLC",FAIRBORN,OH,45324,"WRIGHT-PATT CREDIT UNION, INC",FAIRBORN,OH,45324,1159238
2013,35-1714970,5,"FIMI, INC.",FISHERS,IN,46038,FORUM CREDIT UNION,FISHERS,IN,46037,66000
2013,36-3920095,5,"CU/AMERICA FINANCIAL SERVICES,",LOMBARD,IL,60148,NILES TOWNSHIP SCHOOLS CU,MORTON GROVE,IL,60053,275906
2013,36-4569955,5,MEMBER HOME LOAN LLC,HOUSTON,TX,77065,"CU ALLIANCE, LLC",HOUSTON,TX,77065,589064
2013,38-3358941,5,"MORTGAGE CENTER, LLC",SOUTHFIELD,MI,48034,BESTSOURCE CREDIT UNION,WATERFORD TWP,MI,48327,30000
2013,43-1847878,5,"MORTGAGE SOLUTIONS, LLC",BRIDGETON,MO,63044,VANTAGE CREDIT UNION - VANTAGE,BRIDGETON,MO,63044,643000
2013,47-0847332,5,"MERIWEST MORTGAGE COMPANY, LLC",SAN JOSE,CA,95122,MERIWEST CREDIT UNION,SAN JOSE,CA,95123,912428
2013,51-0415301,5,CREDIT UNION FINANCIAL SERVICE,COVINGTON,GA,30014,EXCEL FEDERAL CREDIT UNION,NORCROSS,GA,30071,81511
2013,62-1222556,5,"CUCORP, INC.",NASHVILLE,TN,37203,THE TENNESSEE CREDIT UNION,NASHVILLE,TN,37203,92337
2013,68-0572881,5,"CU MORTGAGE DIRECT, LLC",SIOUX FALLS,SD,57108,SIOUX EMPIRE FCU,SIOUX FALLS,SD,57108,48476
2013,75-3103689,5,"MORTGAGE MARKETS CUSO, LLC",EAST HARTFORD,CT,06108,FIRST NEW ENGLAND FEDERAL CU,EAST HARTFORD,CT,06108,51087
2013,76-0762186,5,"TRUHOME SOLUTIONS, LLC",LENEXA,KS,66219,COMMUNITYAMERICA CREDIT UNION,LENEXA,KS,66219,1900000
2013,88-0500878,5,GREATER NEVADA MORTGAGE SERVIC,CARSON CITY,NV,89701,GREATER NEVADA CREDIT UNION,CARSON CITY,NV,89702,338783
2013,91-2081649,5,CU HOME MORTGAGE SOLUTIONS,SEATTLE,WA,98175-0989,VERITY CREDIT UNION,SEATTLE,WA,98133,40000
2013,99-0024677,5,USU CHARTER FEDERAL CU,LOGAN,UT,84323-0446,,,,,139321
2013,0000309928,7,"LEGACY MORTGAGE, LLC",ALBUQUERQUE,NM,87109,,,,,1000000
2013,0043043234,7,"MONUMENT MORTGAGE COMPANY, INC",LEXINGTON,MA,02421,,,,,1074893
2013,01-0464609,7,RESIDENTIAL MORTGAGE SERVICES,SOUTH PORTLAND,ME,04106,,,,,10000
2013,01-0639308,7,FIRST LIBERTY FINANCIAL MORTGA,OWENSBORO,KY,42303,,,,,1000000
2013,01-0681100,7,OCWEN LOAN SERVICING LLC,WEST PALM BEACH,FL,33409,,,,,604484
2013,01-0726495,7,"BROKER SOLUTIONS, INC.",TUSTIN,CA,92780,,,,,10000
2013,01-0737466,7,"1ST SIGNATURE LENDING, LLC",NOBLESVILLE,IN,46060,,,,,1028
2013,01-0759540,7,"SUCCESS MORTGAGE PARTNERS, INC",PLYMOUTH,MI,48170,,,,,1912
2013,0142309995,7,LIBERTY MORTGAGE CORPORATION,BIRMINGHAM,AL,35216,,,,,10000
2013,02-0411771,7,SCHAEFER MORTGAGE CORPORATION,LONDONDERRY,NH,03053,,,,,17252
2013,02-0486480,7,REGENCY MORTGAGE CORPORATION,HOOKSETT,NH,03103,,,,,10000
2013,02-0594137,7,MERIDIAN RESIDENTIAL CAPITAL,BROOKLYN,NY,11210,,,,,10000
2013,02-0640271,7,ACCEPTANCE CAPITAL MORTGAGE,SPOKANE,WA,99208,"COMPLETE FINANCIAL SOLUTIONS,",SPOKANE,WA,99208,5676
2013,02-0687335,7,THE MORTAGE WAREHOUSE LLC,LOUISVILLE,KY,40223,,,,,7644442
2013,02-0793125,7,"ALLIANCE FINANCIAL RESOURCES,",PHOENIX,AZ,85027,,,,,10000
2013,0219309999,7,SUN AMERICAN MORTGAGE COMPANY,MESA,AZ,85206,,,,,10000
2013,03-0286025,7,KITTREDGE MORTGAGE CORPORATION,MANCHESTER,VT,05254,KITTREDGE MORTGAG. CORPORATION,MANCHESTER,VT,05254,7088
2013,03-0488052,7,AMERICAN HERITAGE CAPITAL,IRVING,TX,75062,"AMERICAN HERITAGE CAPITAL, LP",IRVING,TX,75062,3808982
2013,04-2802284,7,MERRIMACK MORTGAGE COMPANY INC,MANCHESTER,NH,03101,,,,,10000
2013,04-2860193,7,"NE MOVES MORTGAGE, LLC",WALTHAM,MA,02451,"PHH HOME LOANS, LLC",MT LAUREL,NJ,08054,10000
2013,04-2992161,7,MORTGAGE NETWORK,DANVERS,MA,01923,,,,,3700
2013,04-3022619,7,MORTGAGE MASTER,WALPOLE,MA,02081,,,,,11250346
2013,04-3114448,7,NEW ENGLAND REGIONAL MORTGAGE,SALEM,NH,03079,,,,,10000
2013,04-3128200,7,"DREW MORTGAGE ASSOCIATES, INC.",SHREWSBURY,MA,01545,,,,,3624368
2013,04-3189975,7,"STEPSTONE MORTGAGE CO., INC.",MARBLEHEAD,MA,01945,,,,,1002004
2013,04-3212636,7,CONTOUR MORTGAGE CORPORATION,EAST MEADOW,NY,11554,,,,,10000
2013,04-3243815,7,"MEMBERS MORTGAGE COMPANY, INC.",WOBURN,MA,01801,,,,,10000
2013,04-3508773,7,NEW FED MORTGAGE CORP,DANVERS,MA,01923,,,,,1404
2013,04-3514463,7,"RELIANT MORTGAGE COMPANY,  LLC",BEVERLY,MA,01915,"PMAC LENDING SERVICES, INC",CHINO HILLS,CA,91709,10000
2013,04-3516820,7,"CLEARPOINT FUNDING, INC.",WESTBOROUGH,MA,01581,GLEACHER & COMPANY,ALBANY,NY,12207,10000
2013,04-3554142,7,POLI MORTGAGE GROUP INC,NORWOOD,MA,02062,,,,,7525858
2013,04-3568208,7,"ONE REVERSE MORTGAGE, LLC",SAN DIEGO,CA,92121,,,,,39000
2013,04-3579800,7,"ROSS MORTGAGE COMPANY, INC.",WESTBOROUGH,MA,01581,,,,,3572
2013,04-3792380,7,CORNERSTONE RESIDENTIAL MTG,ARDEN,NC,28704,,,,,84422
2013,04-6597930,7,FIRST AMERICAN MORTGAGE TRUST,BRIGHTON,MA,02135,,,,,10000
2013,0471809999,7,GUILD MORTGAGE COMPANY,SAN DIEGO,CA,92111,"GUILD MORTGAGE COMPANY, LLC",SAN DIEGO,CA,92111,31000
2013,05-0402708,7,"EMBRACE HOME LOANS, INC.",NEWPORT,RI,02842,,,,,10000
2013,05-0447801,7,SHAMROCK FINANCIAL CORPORATION,EAST PROVIDENCE,RI,02916,,,,,4122
2013,05-0490825,7,"HOMESTAR MORTGAGE, INC.",PROVIDENCE,RI,02908-0000,,,,,10000
2013,0542409990,7,DHI MORTGAGE COMPANY LIMITED,AUSTIN,TX,78750,D.R. HORTON,FT. WORTH,TX,76102,10000
2013,0546509997,7,HOMEAMERICAN MORTGAGE CORPORAT,DENVER,CO,80237,"MDC HOLDINGS, INC.",DENVER,CO,80237,31000
2013,06-0800610,7,"FARM CREDIT EAST, ACA",ENFIELD,CT,06082,,,,,4520676
2013,06-1051107,7,SANBORN MORTGAGE CORPORATION,WEST HARTFORD,CT,06107,,,,,2972
2013,06-1297784,7,"WILLIAM RAVEIS MORTGAGE, LLC",SHELTON,CT,06484,WILLIAM RAVEIS REAL ESTATE INC,SHELTON,CT,06484,10000
2013,06-1484285,7,"TOTAL MORTGAGE SERVICE, LLC",MILFORD,CT,06461,,,,,10000
2013,06-1522806,7,VILLAGE MORTGAGE COMPANY,AVON,CT,06001,,,,,5817
2013,0623009990,7,THE MCCUE MORTGAGE COMPANY,NEW BRITAIN,CT,06051,,,,,10000
2013,0660598781,7,RBS MORTGAGE CORPORATION,SAN JUAN,PR,00927,,,,,10000
2013,0704610010,7,"PINGORA LOAN SERVICING, LLC",DENVER,CO,80202,,,,,10000
2013,0870209991,7,CIRCLE MORTGAGE CORPORATION,HOLLYWOOD,FL,33024,,,,,10000
2013,1004900001,7,"NEW WEST LENDING, INC.",PHOENIX,AZ,85020,,,,,10000
2013,1006400007,7,ASSOCIATED MORTGAGE CORP,TULSA,OK,74133,,,,,5500
2013,1031600004,7,"LYONS MORTGAGE SERVICES, INC.",ASTORIA,NY,11103,,,,,10000
2013,1047300008,7,RMS & ASSOCIATES,LAS VEGAS,NV,89121,,,,,10000
2013,1048900004,7,"CORNERSTONE MORTGAGE, INC.",CHESTERFIELD,MO,63005,,,,,10000
2013,1052000001,7,"MARKET MORTGAGE CO., LTD.",WORTHINGTON,OH,43085,,,,,10000
2013,1052700008,7,"TUCKER MORTGAGE, LLC",INDIANAPOLIS,IN,46260,,,,,10000
2013,1053400001,7,AMERICA'S MORTGAGE RESOURCE,METAIRIE,LA,70002,,,,,10000
2013,1097500000,7,"CITY 1ST MORTGAGE SERVICES, LC",BOUNTIFUL,UT,84010,,,,,10000
2013,1099800006,7,LUXURY MORTGAGE CORP,STAMFORD,CT,06901,,,,,10000
2013,11-2637419,7,"HARTFORD FUNDING, LTD.",RONKONKOMA,NY,11779,,,,,10000
2013,11-2961751,7,"ASSOCIATED MORTGAGE BANKERS, I",GARDEN CITY,NY,11530,,,,,35004
2013,11-3198028,7,US MORTGAGE CORPORATIOIN,MELVILLE,NY,11747,,,,,11000
2013,11-3199045,7,"MORTGAGE ENTERPRISE, LTD",CARLE PLACE,NY,11514,,,,,10000
2013,11-3290207,7,"MCS MORTGAGE BANKERS, INC",PATCHOGUE,NY,11772,,,,,4785307
2013,11-3412303,7,THE MONEY SOURCE INC,MELVILLE,NY,11747,,,,,10000
2013,11-3469077,7,NATIONWIDE EQUITIES CORP.,MAHWAH,NJ,07495,,,,,10000
2013,11-3616531,7,ACADEMY MORTGAGE CORP.,FARMINGDALE,NY,11735,,,,,10000
2013,11-3654971,7,CITIZENS FIRST WHOLESALE MTG C,THE VILLAGES,FL,32162,,,,,46000
2013,11-3714032,7,PACIFIC RESIDENTIAL MORTGAGE,LAKE OSWEGO,OR,97035,,,,,10000
2013,1100900005,7,SERVICE FIRST MORTGAGE COMPANY,RICHARDSON,TX,75080,,,,,10000
2013,1125900008,7,MONEYHOUSE,SAN JUAN,PR,00936-3573,MONEYHOUSE INC,SAN JUAN,PR,00936-3573,10000
2013,1146500007,7,LHM FINANCIAL CORPORATION,SCOTTSDALE,AZ,85254,,,,,10000
2013,1151100005,7,FEDERATED LENDING CORP,YARDLEY,PA,19067,,,,,10000
2013,1154700004,7,THE FUNDING SOURCE LLC,SYRACUSE,NY,13206,,,,,10000
2013,1164400002,7,"OAK MORTGAGE COMPANY , LLC",MARLTON,NJ,08053,,,,,10000
2013,1173900006,7,DIRECT MORTGAGE CORP,MIDVALE,UT,84047,,,,,10000
2013,1177500008,7,STANDARD PACIFIC MORTGAGE,IRVINE,CA,92618,STANDARD PACIFIC HOMES,IRVINE,CA,92618,10000
2013,1191300004,7,"MAGNOLIA MORTGAGE CO., LLC",MOBILE,AL,36609,,,,,10000
2013,1196500008,7,COAST CAPITAL INC,LAFAYETTE,LA,70501,,,,,10000
2013,1222400008,7,GSF MORTGAGE CORPORATION,BROOKFIELD,WI,53005,,,,,10000
2013,1227300009,7,"METROPOLITAN HOME MORTGAGE, IN",IRVINE,CA,92614,,,,,10000
2013,1248000009,7,"FIRST FINANCIAL SERVICES, INC.",CHARLOTTE,NC,28210,,,,,842786
2013,1252000009,7,"PLATINUM MORTGAGE, INC.",MADISON,AL,35758,,,,,580000
2013,1257809990,7,CROWN MORTGAGE COMPANY,OAKLAWN,IL,60453,,,,,10000
2013,1259900001,7,GULF ATLANTIC FUNDING GROUP IN,DAVIE,FL,33328,,,,,10000
2013,1283200001,7,PROVIDENT FUNDING GROUP INC,SAN BRUNO,CA,94066,,,,,2200000
2013,1292000001,7,HARTLAND MORTGAGE CENTERS,WOODRIDGE,IL,60517,,,,,10000
2013,13-3442065,7,CONTINENTAL MORTGAGE BANKERS,WESTBURY,NY,11590,,,,,10000
2013,13-3602661,7,CENTERLINE MORTGAGE CAPITAL IN,NEW YORK,NY,10007,,,,,495813
2013,13-3654244,7,"SUMMIT MORTGAGE BANKERS, INC.",NEW YORK,NY,10013,,,,,1400
2013,13-3670961,7,GUARDHILL FINANCIAL CORP.,NEW YORK,NY,10017,,,,,9310
2013,13-3688155,7,GUARANTEED HOME MORTGAGE COMPA,WHITE PLAINS,NY,10604,,,,,10000
2013,13-3753941,7,"FRANKLIN FIRST FINANCIAL, LTD.",MELVILLE,NY,11747,,,,,36249
2013,13-4043461,7,MGN FUNDING CORPORATION,FLUSHING,NY,11354,,,,,17000
2013,13-4127143,7,ODYSSEY FUNDING LLC,CEDARHURST,NY,11516,,,,,825000
2013,13-4225190,7,TOP FLITE FINANCIAL INC,WILLIAMSTON,MI,48895,,,,,40394
2013,13-4362989,7,360 MORTGAGE GROUP LLC,AUSTIN,TX,78726,"BJCH, LTD",AUSTIN,TX,78759,10000
2013,1342600002,7,CONNECTICUT HOME MORTGAGE,SHELTON,CT,06484,,,,,10000
2013,1360809998,7,"LAKE MORTGAGE COMPANY, INC.",MERRILLVILLE,IN,46410,,,,,10000
2013,1390800005,7,"THE MORTGAGE OUTLET, INC.",MARIETTA,GA,30066,,,,,10000
2013,14-1841762,7,WEI MORTGAGE CORPORATION,MCLEAN,VA,22102,,,,,10000
2013,14-1886719,7,"ALCOVA MORTGAGE, LLC",ROANOKE,VA,24014,,,,,710
2013,1411700003,7,EQUITABLE MORTGAGE CORPORATION,COLUMBUS,OH,43235,,,,,10000
2013,1441900009,7,NORTHERN STATES FUNDING GROUP,MT. LAUREL,NJ,08054,,,,,10000
2013,1461400001,7,AMERICAN SECURITY MORTGAGE COR,CHARLOTTE,NC,28211,,,,,10000
2013,1461700004,7,PRIMARY CAPITAL ADVISORS LC,ATLANTA,GA,30339,"RCC RESIDENTIAL, INC.",PHILADELPHIA,PA,19103,10000
2013,1499700000,7,HOMETOWN MORTGAGE SERVICES INC,BIRMINGHAM,AL,35242,,,,,10000
2013,1507400004,7,SECURITY HOME MORTGAGE,OREM,UT,84058,,,,,10000
2013,1517600004,7,RADIUS FINANCIAL GROUP INC,NORWELL,MA,02061,,,,,3236218
2013,1519700008,7,"COMPASS MORTGAGE, INC.",WARRENVILLE,IL,60555,,,,,10000
2013,1522600000,7,"WR STARKEY MORTGAGE, LLP",PLANO,TX,75093,,,,,10000
2013,16-1222429,7,DEVERE MORTGAGE CORPORATION,LANCASTER,NY,14086,HUNT REAL ESTATE,DEPEW,NY,14043,10000
2013,16-1566654,7,PREMIUM MORTGAGE CORP,ROCHESTER,NY,14618,,,,,16241
2013,1611300007,7,EQUITY RESOURCES INC,NEWARK,OH,43058,,,,,16280
2013,1635900004,7,"ENVOY MORTGAGE, LTD.",HOUSTON,TX,77056,,,,,10000
2013,1642200007,7,MORTGAGE INVESTMENT SERVICES C,SHAWNEE,KS,66226,,,,,10000
2013,1705700001,7,THE AMERICAN EAGLE MORTGAGE,LORAIN,OH,44053,,,,,10000
2013,1746800001,7,PEOPLES MORTGAGE,CHANDLER,AZ,85226,,,,,10000
2013,1765100005,7,FRONTIER FINANCIAL INC,CHESTERFIELD,MO,63005,,,,,653
2013,1768800000,7,RESIDENTIAL HOME FUNDING CORP.,WHITE PLAINS,NY,10604,,,,,10000
2013,1783500002,7,SECURITY MORTGAGE FUNDING CORP,ORANGE,CA,92868,,,,,1000
2013,1801100004,7,"MIDWEST MORTGAGE CAPITAL, LLC",SAINT LOUIS,MO,63141-0000,,,,,2000
2013,1803100007,7,"EMC HOLDINGS, LLC",GREENWOOD VILLAGE,CO,80111,WESTERN HERITAGE BANK,LAS CRUCES,MN,88005,10000
2013,1816100004,7,AMERICA'S MORTGAGE LLC,WHEAT RIDGE,CO,80033,,,,,10000
2013,1819300005,7,COBALT MORTGAGE INC,KIRKLAND,WA,98033,,,,,10000
2013,1821100000,7,POLARIS HOME FUNDING CORP.,GRANDVILLE,MI,49418,,,,,10000
2013,1855800007,7,ASPIRE FINANCIAL INC,DALLAS,TX,75244,,,,,10000
2013,1910500003,7,"CHRISTENSEN FINANCIAL, INC.",LONGWOOD,FL,32750,,,,,10000
2013,1923800003,7,"MSA MORTGAGE, LLC",WINTHROP,MA,02152,,,,,10000
2013,1961000006,7,HOME SAVINGS & TRUST MORTGAGE,FAIRFAX,VA,22030,,,,,10000
2013,20-0142846,7,"LIBERTY HOME EQUITY SOLUTIONS,",RANCHO CORDOVA,CA,95670,OCWEN FINANCIAL CORPORATION,WEST PALM BEACH,FL,33409,60629
2013,20-0146907,7,"STEWARD INVESTMENTS, INC",CARLSBAD,CA,92008,,,,,25989
2013,20-0192872,7,VILLAGE CAPITAL & INVESTMENT,MT LAUREL,NJ,08054,,,,,11000
2013,20-0193314,7,PRIORITY FUNDING LLC,NORTHBORO,MA,01532,,,,,1486
2013,20-0217752,7,"RATE ONE INC., THE MORTGAGE PE",MEMPHIS,TN,38115,,,,,866
2013,20-0236095,7,"PRYSMA LENDING GROUP, LLC",DANBURY,CT,06810,,,,,515
2013,20-0304793,7,"URBAN FINANCIAL OF AMERICA, LL",TULSA,OK,74137,,,,,3125
2013,20-0353048,7,GEORGETOWN MORTGAGE,GEORGETOWN,TX,78633,,,,,917364
2013,20-0378305,7,TRIDENT MORTGAGE COMPANY LP,DEVON,PA,19333,,,,,176021
2013,20-0580021,7,"GMS FUNDING, LLC",WEST COLUMBIA,SC,29169,,,,,417745
2013,20-0640473,7,HOMEOWNERS FINANCIAL GROUP USA,SCOTTSDALE,AZ,85254,,,,,10000
2013,20-0960457,7,CONTINENTAL HOME LOANS INC.,MELVILLE,NY,11747,,,,,14386
2013,20-0976388,7,HOMESTEAD MORTGAGE DBA HOMESIT,CLINTON TOWNSHIP,MI,48038,,,,,6646
2013,20-1091645,7,PREMIER HOME MORTGAGE INC,RAPID CITY,SD,57701,,,,,20569
2013,20-1168327,7,MORTGAGE ADVISORY GROUP,EVERETT,WA,98201,,,,,12500
2013,20-1255434,7,UNITED SOUTHWEST MTG CORP INC,ORANGE,CA,92868,,,,,3328
2013,20-1389558,7,TAMMAC HOLDINGS CORPORATION,WILKES BARRE,PA,18702,,,,,60000
2013,20-1436988,7,VANGUARD FUNDING LLC,GARDEN CITY,NY,11530,,,,,2793
2013,20-1832276,7,AMERICAN ADVISORS GROUP,ORANGE,CA,92868,,,,,100247
2013,20-1875448,7,RESIDENTIAL HOME MORTGAGE CORP,HAMPTON,NJ,08827,,,,,1119
2013,20-1934942,7,"SERVICE FINANCE COMPANY, LLC",BOCA RATON,FL,33432,,,,,10000
2013,20-2007642,7,WARD LENDING GROUP LLC,OLYMPIA,WA,98502,,,,,1400
2013,20-2029302,7,PATRIOT ONE MORTGAGE BANKERS,MINEOLA,NY,11501,,,,,527270
2013,20-2053401,7,"1ST ALLIANCE LENDING, LLC",EAST HARTFORD,CT,06108,,,,,3285
2013,20-2230989,7,INFINITY FUNDING PLC,TUCSON,AZ,85718,,,,,10000
2013,20-2389773,7,"MANHATTAN FINANCIAL GROUP, INC",POWAY,CA,92064,,,,,1000000
2013,20-2409656,7,"PRIME MORTGAGE LENDING, INC.",APEX,NC,27502,,,,,10000
2013,20-2470783,7,FEARON FINANCIAL LLC,POWELL,OH,43065,,,,,10000
2013,20-2485875,7,"SEMPER HOME LOANS, INC",PROVIDENCE,RI,02907,"SEMPER HOME LOANS, IN",PROVIDENCE,RI,02907,3295
2013,20-2684905,7,CHOICE LENDING CORP,VICTORVILLE,CA,92395,,,,,10000
2013,20-2693054,7,MASON MCDUFFIE MORTGAGE CORP,SAN RAMON,CA,94583,,,,,1300
